Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,First Language,Hearing difficulties,Nationality,Sex,Student Status,tmf_core,tmf_would_like_to_be,tmf_interests_seen_as,tmf_attitudes_seen_as,tmf_behaviour_seen_as,tmf_appearance_seen_as,sex,gender_identity,gender_text,sex_orientation,orient_text,ethnicity,disability,community_sss,national_sss,target,tmf_avg,tmf_label,sss_avg
7,3,7,7,5,1,5,61f2ae4aa09e72f23cbafa9a,VIqv8YRVDuY,22,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,English,No,United Kingdom,Female,Yes,4.0,5.0,3.0,4.0,3.0,4.0,Female,Woman,,Heterosexual (straight),,Asian,No,5.0,3.0,fem,3.8333333333333335,neither nor,4.0
5,2,1,2,5,1,4,614c5d3911d2a431c2c59857,cYszuGaptkk,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,4.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,mix,5.333333333333333,resolutely feminine,7.0
6,6,3,3,4,1,1,5d9e1929203419001625df07,2-m3SEGs0kM,49,United Kingdom,United Kingdom,Wales,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,1.0,1.0,1.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,mix,1.3333333333333333,resolutely masculine,7.0
7,1,1,1,5,1,4,5f383c7bbd56880ee4aff419,cYszuGaptkk,36,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,4.0,5.0,4.0,4.0,3.0,3.0,Female,Woman,,I prefer to self-describe as,demisexual,White,Yes,2.0,2.0,mix,3.8333333333333335,neither nor,2.0
4,4,4,2,4,1,2,5ff6e8dc5da4c728c5494d60,cYszuGaptkk,45,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,6.0,mix,5.0,resolutely feminine,6.0
7,7,4,5,7,4,4,5f383c7bbd56880ee4aff419,2-m3SEGs0kM,36,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,4.0,5.0,4.0,4.0,3.0,3.0,Female,Woman,,I prefer to self-describe as,demisexual,White,Yes,2.0,2.0,mix,3.8333333333333335,neither nor,2.0
7,4,6,3,5,1,2,5cb87813635b940017c2037a,cYszuGaptkk,55,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,mix,6.0,resolutely feminine,7.0
4,3,1,1,6,5,4,5f383c7bbd56880ee4aff419,HO-GyyhtDnA,36,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,4.0,5.0,4.0,4.0,3.0,3.0,Female,Woman,,I prefer to self-describe as,demisexual,White,Yes,2.0,2.0,masc,3.8333333333333335,neither nor,2.0
7,3,6,5,2,1,2,5cb87813635b940017c2037a,pdzliNhlqWI,55,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,6.0,resolutely feminine,7.0
5,6,5,4,6,2,5,5c9034a2eedbd9001573ca14,cYszuGaptkk,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,3.0,3.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,7.0,8.0,mix,2.6666666666666665,neither nor,7.5
7,4,6,6,2,1,1,5cb87813635b940017c2037a,VIqv8YRVDuY,55,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,6.0,resolutely feminine,7.0
7,4,6,5,4,1,4,5f383c7bbd56880ee4aff419,pdzliNhlqWI,36,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,4.0,5.0,4.0,4.0,3.0,3.0,Female,Woman,,I prefer to self-describe as,demisexual,White,Yes,2.0,2.0,fem,3.8333333333333335,neither nor,2.0
1,1,1,1,1,6,1,5d5f2fc82fce8e0019ca87c1,cYszuGaptkk,24,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,4.0,4.0,5.0,6.0,Female,Woman,,Bisexual,,White,Yes,5.0,6.0,mix,4.833333333333333,resolutely feminine,5.5
5,4,4,3,4,1,3,5ff6e8dc5da4c728c5494d60,VIqv8YRVDuY,45,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,6.0,fem,5.0,resolutely feminine,6.0
6,4,4,2,6,1,2,5cb87813635b940017c2037a,HO-GyyhtDnA,55,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,masc,6.0,resolutely feminine,7.0
5,4,3,1,6,1,2,5cb87813635b940017c2037a,Zl-50U1tsBM,55,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,masc,6.0,resolutely feminine,7.0
7,6,6,4,5,1,2,5cb87813635b940017c2037a,2-m3SEGs0kM,55,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,mix,6.0,resolutely feminine,7.0
3,2,2,1,2,6,3,5ff6e8dc5da4c728c5494d60,Zl-50U1tsBM,45,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,6.0,masc,5.0,resolutely feminine,6.0
5,1,1,1,7,5,4,611a665e428e9a57ba0de804,HO-GyyhtDnA,19,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,1.0,3.0,1.0,Male,Man,,Bisexual,,White,No,7.0,6.0,masc,1.6666666666666667,resolutely masculine,6.5
5,3,5,4,2,1,2,614c5d3911d2a431c2c59857,VIqv8YRVDuY,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,4.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,5.333333333333333,resolutely feminine,7.0
2,1,4,2,6,4,3,5f0dab228f4b5d000bf1a31d,Zl-50U1tsBM,30,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,3.0,3.0,masc,1.0,resolutely masculine,3.0
4,2,5,4,2,1,1,614c5d3911d2a431c2c59857,pdzliNhlqWI,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,4.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,fem,5.333333333333333,resolutely feminine,7.0
5,1,1,2,1,1,1,5d5f2fc82fce8e0019ca87c1,2-m3SEGs0kM,24,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,4.0,4.0,5.0,6.0,Female,Woman,,Bisexual,,White,Yes,5.0,6.0,mix,4.833333333333333,resolutely feminine,5.5
2,4,2,1,1,4,1,5d5f2fc82fce8e0019ca87c1,pdzliNhlqWI,24,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,4.0,4.0,5.0,6.0,Female,Woman,,Bisexual,,White,Yes,5.0,6.0,fem,4.833333333333333,resolutely feminine,5.5
1,1,1,1,4,4,2,5d5f2fc82fce8e0019ca87c1,Zl-50U1tsBM,24,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,English,No,United Kingdom,Female,Yes,5.0,5.0,4.0,4.0,5.0,6.0,Female,Woman,,Bisexual,,White,Yes,5.0,6.0,masc,4.833333333333333,resolutely feminine,5.5
4,4,4,4,4,3,3,5c9034a2eedbd9001573ca14,VIqv8YRVDuY,57,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,3.0,3.0,3.0,3.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,Yes,7.0,8.0,fem,2.6666666666666665,neither nor,7.5
3,1,2,1,4,1,4,5aae8f78811b2000016f7c7b,HO-GyyhtDnA,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,masc,6.0,resolutely feminine,5.0
4,2,5,2,1,1,1,5d5ee5dc742933001d8f3b4c,pdzliNhlqWI,27,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,4.0,4.0,4.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,3.0,fem,5.166666666666667,resolutely feminine,4.0
4,2,2,1,4,1,5,5aae8f78811b2000016f7c7b,cYszuGaptkk,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,mix,6.0,resolutely feminine,5.0
2,1,2,2,5,2,3,5f0dab228f4b5d000bf1a31d,HO-GyyhtDnA,30,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,3.0,3.0,masc,1.0,resolutely masculine,3.0
5,1,5,2,6,1,7,611a665e428e9a57ba0de804,cYszuGaptkk,19,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,1.0,3.0,1.0,Male,Man,,Bisexual,,White,No,7.0,6.0,mix,1.6666666666666667,resolutely masculine,6.5
4,4,3,2,4,1,2,5e1f7b5450f6aa0122fcef8b,2-m3SEGs0kM,35,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,6.0,4.0,4.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,3.0,mix,5.0,resolutely feminine,4.0
5,4,2,2,4,2,3,5d9e1929203419001625df07,HO-GyyhtDnA,49,United Kingdom,United Kingdom,Wales,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,1.0,1.0,1.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,7.0,7.0,masc,1.3333333333333333,resolutely masculine,7.0
6,1,3,4,3,1,3,5f0dab228f4b5d000bf1a31d,VIqv8YRVDuY,30,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,3.0,3.0,fem,1.0,resolutely masculine,3.0
5,5,5,3,5,2,4,614da66d7f267237bf6d05e6,2-m3SEGs0kM,62,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,2.0,2.0,3.0,3.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,8.0,8.0,mix,2.333333333333333,resolutely masculine,8.0
3,3,2,1,3,2,2,5ef7d6c359b38851de122110,Zl-50U1tsBM,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,Yes,4.0,2.0,3.0,3.0,4.0,3.0,Male,Man,,Homosexual (lesbian or gay),,Multiple ethnic groups,Yes,6.0,7.0,masc,3.1666666666666665,neither nor,6.5
3,4,3,2,2,1,2,5ff6e8dc5da4c728c5494d60,pdzliNhlqWI,45,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,4.0,5.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,6.0,fem,5.0,resolutely feminine,6.0
1,1,1,1,3,1,3,5aae8f78811b2000016f7c7b,Zl-50U1tsBM,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,masc,6.0,resolutely feminine,5.0
4,5,3,1,3,1,6,5aae8f78811b2000016f7c7b,2-m3SEGs0kM,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,mix,6.0,resolutely feminine,5.0
5,2,3,2,4,1,2,5f0dab228f4b5d000bf1a31d,2-m3SEGs0kM,30,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,3.0,3.0,mix,1.0,resolutely masculine,3.0
2,2,1,1,1,1,1,5ef7d6c359b38851de122110,HO-GyyhtDnA,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,Yes,4.0,2.0,3.0,3.0,4.0,3.0,Male,Man,,Homosexual (lesbian or gay),,Multiple ethnic groups,Yes,6.0,7.0,masc,3.1666666666666665,neither nor,6.5
2,2,2,1,2,1,2,5ef7d6c359b38851de122110,VIqv8YRVDuY,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,Yes,4.0,2.0,3.0,3.0,4.0,3.0,Male,Man,,Homosexual (lesbian or gay),,Multiple ethnic groups,Yes,6.0,7.0,fem,3.1666666666666665,neither nor,6.5
6,2,6,6,7,2,6,61f2ae4aa09e72f23cbafa9a,HO-GyyhtDnA,22,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,English,No,United Kingdom,Female,Yes,4.0,5.0,3.0,4.0,3.0,4.0,Female,Woman,,Heterosexual (straight),,Asian,No,5.0,3.0,masc,3.8333333333333335,neither nor,4.0
2,3,2,3,2,1,2,5e1f7b5450f6aa0122fcef8b,pdzliNhlqWI,35,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,6.0,4.0,4.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,3.0,fem,5.0,resolutely feminine,4.0
3,3,3,1,2,1,2,5ef7d6c359b38851de122110,pdzliNhlqWI,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,Yes,4.0,2.0,3.0,3.0,4.0,3.0,Male,Man,,Homosexual (lesbian or gay),,Multiple ethnic groups,Yes,6.0,7.0,fem,3.1666666666666665,neither nor,6.5
7,2,4,5,5,1,5,611a665e428e9a57ba0de804,pdzliNhlqWI,19,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,English,No,United Kingdom,Male,No,1.0,1.0,3.0,1.0,3.0,1.0,Male,Man,,Bisexual,,White,No,7.0,6.0,fem,1.6666666666666667,resolutely masculine,6.5
7,6,6,6,7,1,6,61f2ae4aa09e72f23cbafa9a,pdzliNhlqWI,22,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,English,No,United Kingdom,Female,Yes,4.0,5.0,3.0,4.0,3.0,4.0,Female,Woman,,Heterosexual (straight),,Asian,No,5.0,3.0,fem,3.8333333333333335,neither nor,4.0
3,2,1,1,6,6,5,614c5d3911d2a431c2c59857,Zl-50U1tsBM,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,4.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,masc,5.333333333333333,resolutely feminine,7.0
3,2,2,1,2,1,2,5ef7d6c359b38851de122110,cYszuGaptkk,24,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,Yes,4.0,2.0,3.0,3.0,4.0,3.0,Male,Man,,Homosexual (lesbian or gay),,Multiple ethnic groups,Yes,6.0,7.0,mix,3.1666666666666665,neither nor,6.5
4,3,3,2,4,1,2,5e1f7b5450f6aa0122fcef8b,cYszuGaptkk,35,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,6.0,4.0,4.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,3.0,mix,5.0,resolutely feminine,4.0
5,2,1,1,3,2,4,5f0dab228f4b5d000bf1a31d,cYszuGaptkk,30,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,3.0,3.0,mix,1.0,resolutely masculine,3.0
6,2,4,4,1,1,4,611b69c8306de2b76ce73318,VIqv8YRVDuY,41,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,6.0,6.0,6.0,1.0,Male,Man,,Homosexual (lesbian or gay),,White,No,8.0,6.0,fem,4.333333333333333,neither nor,7.0
6,5,5,4,3,1,3,602bebe42e34a23d1d0f72a3,VIqv8YRVDuY,55,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,English,No,United Kingdom,Female,No,4.0,4.0,5.0,3.0,4.0,3.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,6.0,fem,3.8333333333333335,neither nor,6.0
4,3,2,2,6,5,3,611b69c8306de2b76ce73318,Zl-50U1tsBM,41,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,6.0,6.0,6.0,1.0,Male,Man,,Homosexual (lesbian or gay),,White,No,8.0,6.0,masc,4.333333333333333,neither nor,7.0
7,6,3,3,4,1,4,614c5d3911d2a431c2c59857,2-m3SEGs0kM,43,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,4.0,5.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,7.0,7.0,mix,5.333333333333333,resolutely feminine,7.0
3,1,1,1,6,6,1,611b69c8306de2b76ce73318,HO-GyyhtDnA,41,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,6.0,6.0,6.0,1.0,Male,Man,,Homosexual (lesbian or gay),,White,No,8.0,6.0,masc,4.333333333333333,neither nor,7.0
7,7,7,6,2,1,7,611b69c8306de2b76ce73318,pdzliNhlqWI,41,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Male,No,4.0,3.0,6.0,6.0,6.0,1.0,Male,Man,,Homosexual (lesbian or gay),,White,No,8.0,6.0,fem,4.333333333333333,neither nor,7.0
7,2,4,1,5,1,5,5a23e0f8391e270001a10195,VIqv8YRVDuY,52,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,7.0,5.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,4.0,fem,6.0,resolutely feminine,5.0
6,1,5,2,6,1,3,5c5432c098016d0001541ef7,cYszuGaptkk,72,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,7.0,mix,1.3333333333333333,resolutely masculine,6.5
