Electric_Acoustic,Distorted_Clear,Many_FewInstruments,Loud_Soft,Heavy_Light,High pitch_Low pitch,Wide_Narrow_pitch_variation,Punchy_Smooth,Harmonious_Disharmonious,Clear_NoMelody,Repetitive_NonRepetitive,Complex_SimpleRhythm,Fast_SlowTempo,Dense_Sparse,Strong_WeakBeat,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,Experience with musical instruments,First Language,Hearing difficulties,Nationality,Sex,Student Status,target
3,6,4,3,4,5,2,2,3,3,2,2,2,5,3,5d776e218a8d1d00166d36a6,Zl-50U1tsBM,31,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
4,4,5,2,2,6,4,4,6,6,4,6,4,3,6,56c65a5a305eaa0005f2a634,HO-GyyhtDnA,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,4,6,6,6,2,4,6,5,5,4,6,3,6,6,56c65a5a305eaa0005f2a634,VIqv8YRVDuY,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
5,6,6,6,6,6,3,2,3,2,3,4,5,3,6,58670dbe8596530001079a2a,VIqv8YRVDuY,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Male,No,fem
5,6,4,5,6,3,5,6,2,2,5,5,3,3,5,58670dbe8596530001079a2a,pdzliNhlqWI,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Male,No,fem
5,6,3,5,7,3,4,6,2,3,3,3,3,4,5,5e33e9b555c80a3b1a42693d,VIqv8YRVDuY,39,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,3,2,3,2,5,3,3,5,3,2,2,2,3,3,5e33e9b555c80a3b1a42693d,Zl-50U1tsBM,39,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,5,3,2,2,2,3,3,5,5,5,3,2,2,4,5b1840dfb6fe3d0001a1073d,cYszuGaptkk,40,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,3,6,6,7,3,5,3,2,4,3,7,3,6,3,5f4e117dbfcaa83f1b418976,pdzliNhlqWI,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
7,6,7,5,7,2,6,6,2,2,1,7,3,6,2,5f4e117dbfcaa83f1b418976,2-m3SEGs0kM,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
1,7,6,2,7,2,6,2,1,1,3,7,4,4,2,5fea2e6613597c51a166f24d,pdzliNhlqWI,54,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,1,6,3,6,1,6,6,2,2,1,6,3,5,3,616823f4aacb6e9b1cde751c,pdzliNhlqWI,19,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 3-4 years.,English,No,United Kingdom,Male,Yes,fem
3,3,5,3,3,6,5,4,5,6,6,5,5,6,6,5bb0cc738f3bd70001e513e3,HO-GyyhtDnA,29,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,2,4,4,4,3,5,3,4,4,3,5,4,3,4,5abc11e6e1099600016a3097,Zl-50U1tsBM,27,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,6,5,5,6,1,2,7,3,2,2,7,4,5,3,5d776e218a8d1d00166d36a6,2-m3SEGs0kM,31,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
2,6,5,4,3,4,5,5,5,4,5,3,3,3,5,58670dbe8596530001079a2a,Zl-50U1tsBM,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Male,No,masc
5,6,7,6,4,2,4,2,2,3,2,6,4,3,5,58670dbe8596530001079a2a,2-m3SEGs0kM,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Male,No,mix
3,7,6,5,6,2,7,1,2,3,2,3,3,5,2,615a17c90199096a5bbe0f48,pdzliNhlqWI,18,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
4,4,5,7,3,4,3,5,4,6,4,3,5,4,6,5f4e117dbfcaa83f1b418976,cYszuGaptkk,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
7,5,2,7,7,2,5,5,1,2,1,1,1,1,7,5efddc1317f23624a7380d36,VIqv8YRVDuY,23,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
7,7,7,3,6,1,7,5,1,1,2,5,3,6,5,5bb0cc738f3bd70001e513e3,2-m3SEGs0kM,29,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,5,5,3,3,5,3,3,3,6,6,6,3,3,6,5bb0cc738f3bd70001e513e3,cYszuGaptkk,29,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,3,3,6,5,4,5,3,4,3,4,4,4,3,6,5abc11e6e1099600016a3097,cYszuGaptkk,27,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
2,2,3,5,6,2,5,3,2,2,2,5,4,4,5,5abc11e6e1099600016a3097,VIqv8YRVDuY,27,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,6,3,6,7,3,3,3,4,3,5,5,3,4,5,5d776e218a8d1d00166d36a6,cYszuGaptkk,31,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
1,6,6,6,6,2,5,5,3,5,3,6,2,6,6,56c65a5a305eaa0005f2a634,2-m3SEGs0kM,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,6,6,5,6,2,4,4,4,3,2,6,3,5,4,56c65a5a305eaa0005f2a634,pdzliNhlqWI,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
1,5,6,6,3,5,5,2,5,4,3,4,4,3,5,58670dbe8596530001079a2a,HO-GyyhtDnA,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Male,No,masc
3,4,6,6,2,5,5,3,3,5,6,4,4,5,5,58670dbe8596530001079a2a,cYszuGaptkk,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 3-4 years.,English,No,United Kingdom,Male,No,mix
3,3,2,3,5,3,3,5,2,3,2,4,3,4,4,5e33e9b555c80a3b1a42693d,cYszuGaptkk,39,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
6,3,2,6,2,5,5,2,2,6,2,3,2,2,5,616823f4aacb6e9b1cde751c,cYszuGaptkk,19,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 3-4 years.,English,No,United Kingdom,Male,Yes,mix
7,7,2,6,6,3,5,2,3,4,5,3,6,3,5,5ba11949a896050001d50742,VIqv8YRVDuY,34,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,3,5,7,3,5,7,5,2,2,2,5,3,3,3,616823f4aacb6e9b1cde751c,HO-GyyhtDnA,19,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 3-4 years.,English,No,United Kingdom,Male,Yes,masc
6,6,6,2,3,1,7,3,3,2,2,3,2,6,3,616823f4aacb6e9b1cde751c,VIqv8YRVDuY,19,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 3-4 years.,English,No,United Kingdom,Male,Yes,fem
7,7,6,7,7,2,7,7,1,1,1,7,2,7,7,616823f4aacb6e9b1cde751c,2-m3SEGs0kM,19,United Kingdom,United Kingdom,Scotland,"Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 3-4 years.,English,No,United Kingdom,Male,Yes,mix
4,3,3,3,3,4,3,3,4,3,4,4,4,3,4,5abc11e6e1099600016a3097,HO-GyyhtDnA,27,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
3,7,5,5,6,2,5,1,1,1,3,5,3,3,1,5bb0cc738f3bd70001e513e3,pdzliNhlqWI,29,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
4,5,1,4,6,2,2,6,1,3,5,6,3,3,3,5d776e218a8d1d00166d36a6,VIqv8YRVDuY,31,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,5,3,2,6,2,3,6,3,2,6,3,3,3,2,5d776e218a8d1d00166d36a6,pdzliNhlqWI,31,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,2,3,2,2,6,5,2,6,5,4,5,5,3,3,5d776e218a8d1d00166d36a6,HO-GyyhtDnA,31,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,3,4,4,3,6,4,3,4,5,4,6,4,3,5,56c65a5a305eaa0005f2a634,cYszuGaptkk,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
5,4,4,2,2,6,3,2,4,5,4,6,3,2,4,56c65a5a305eaa0005f2a634,Zl-50U1tsBM,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,5,2,3,6,6,3,4,2,2,2,6,3,4,3,5e33e9b555c80a3b1a42693d,pdzliNhlqWI,39,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,4,4,5,6,6,5,4,2,2,2,6,3,6,2,5e33e9b555c80a3b1a42693d,2-m3SEGs0kM,39,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
6,3,2,6,2,5,5,2,5,7,3,4,4,3,3,5f4e117dbfcaa83f1b418976,Zl-50U1tsBM,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,6,6,6,7,2,3,3,3,6,5,5,3,6,3,5f4e117dbfcaa83f1b418976,VIqv8YRVDuY,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
4,5,4,3,3,5,4,3,5,4,2,4,3,3,4,5d692cf290cade0018695dfb,HO-GyyhtDnA,63,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,3,3,5,1,5,3,1,6,7,2,3,2,2,2,5f4e117dbfcaa83f1b418976,HO-GyyhtDnA,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
5,2,3,6,2,6,5,1,5,6,1,5,4,2,7,5efddc1317f23624a7380d36,HO-GyyhtDnA,23,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
5,5,5,3,5,3,3,3,3,3,2,6,3,4,4,60fd58f89d037589c34f5a18,pdzliNhlqWI,30,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,DATA EXPIRED,fem
5,5,3,5,2,5,3,1,5,6,1,7,1,1,6,5efddc1317f23624a7380d36,Zl-50U1tsBM,23,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
5,5,5,5,6,3,3,2,4,3,2,3,3,5,4,60fd58f89d037589c34f5a18,2-m3SEGs0kM,30,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,DATA EXPIRED,mix
4,4,4,5,4,4,5,4,4,4,4,5,4,4,5,59e4b3a1896cfc0001921095,cYszuGaptkk,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
5,7,6,4,7,3,4,5,3,3,3,4,5,5,4,5d692cf290cade0018695dfb,pdzliNhlqWI,63,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
7,7,7,7,7,1,7,7,2,2,2,7,3,7,6,60e41e3e8c52dca4b19a3487,2-m3SEGs0kM,53,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
4,6,6,7,7,2,5,6,2,2,2,6,3,6,6,60e41e3e8c52dca4b19a3487,pdzliNhlqWI,53,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,3,4,2,3,5,3,2,5,5,4,4,3,2,4,60fd58f89d037589c34f5a18,Zl-50U1tsBM,30,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,DATA EXPIRED,masc
3,3,3,2,3,3,3,2,6,4,4,4,4,2,4,60fd58f89d037589c34f5a18,cYszuGaptkk,30,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,DATA EXPIRED,mix
2,2,4,5,2,6,2,2,3,3,4,4,2,2,2,5810f69c7d3e6d0001df29a5,Zl-50U1tsBM,68,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
6,7,5,5,6,5,3,3,2,5,6,3,2,2,3,6128cc858ede754e70976dc9,VIqv8YRVDuY,25,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,fem
3,5,2,2,3,4,2,1,2,3,3,2,2,3,1,6128cc858ede754e70976dc9,Zl-50U1tsBM,25,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,masc
6,2,1,6,6,4,1,2,4,5,2,6,3,2,5,5be7752e66e3d1000103957f,Zl-50U1tsBM,55,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,masc
4,1,4,7,6,6,7,4,5,7,4,6,4,6,5,5be7752e66e3d1000103957f,HO-GyyhtDnA,55,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,masc
4,3,2,7,5,3,3,6,2,5,6,4,4,6,5,5a95d013f6dfdd0001ea60be,VIqv8YRVDuY,55,United Kingdom,United Kingdom,Northern Ireland,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
3,4,6,3,4,2,3,4,3,3,1,5,3,5,5,5a95d013f6dfdd0001ea60be,pdzliNhlqWI,55,United Kingdom,United Kingdom,Northern Ireland,Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
5,6,5,5,5,4,2,3,2,3,5,6,4,4,3,6128cc858ede754e70976dc9,pdzliNhlqWI,25,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,fem
4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,5acb5910e1546900019c413a,cYszuGaptkk,33,Sweden,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,Sweden,Male,DATA EXPIRED,mix
4,3,1,5,4,6,4,4,2,3,3,4,3,2,2,60eacff7b678411f44e11a12,Zl-50U1tsBM,23,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
3,3,4,3,3,4,3,4,4,3,4,3,4,4,3,5acb5910e1546900019c413a,Zl-50U1tsBM,33,Sweden,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,Sweden,Male,DATA EXPIRED,masc
4,3,4,4,5,3,4,3,5,3,4,3,4,4,4,5acb5910e1546900019c413a,VIqv8YRVDuY,33,Sweden,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,Sweden,Male,DATA EXPIRED,fem
2,2,3,2,3,6,3,3,2,6,3,5,3,4,3,60eacff7b678411f44e11a12,HO-GyyhtDnA,23,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,masc
3,2,4,3,3,4,4,3,4,3,3,4,4,4,3,5acb5910e1546900019c413a,HO-GyyhtDnA,33,Sweden,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,Sweden,Male,DATA EXPIRED,masc
5,4,4,4,5,5,3,5,5,5,5,3,3,3,3,5ec7b132b11a172266fd8915,cYszuGaptkk,35,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,7,5,4,3,2,3,5,3,3,4,6,2,3,3,60eacff7b678411f44e11a12,2-m3SEGs0kM,23,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,mix
3,6,5,3,5,3,3,3,3,4,3,4,3,4,4,60fd58f89d037589c34f5a18,VIqv8YRVDuY,30,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Female,DATA EXPIRED,fem
5,5,5,4,5,4,5,4,3,3,2,4,4,5,4,5d692cf290cade0018695dfb,cYszuGaptkk,63,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
3,2,5,4,2,4,3,2,2,5,4,3,4,3,2,6128cc858ede754e70976dc9,HO-GyyhtDnA,25,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,masc
4,3,3,2,3,5,3,2,2,3,3,2,2,3,3,6128cc858ede754e70976dc9,cYszuGaptkk,25,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,mix
6,5,6,5,6,3,6,6,2,3,1,6,2,5,2,6128cc858ede754e70976dc9,2-m3SEGs0kM,25,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,mix
6,4,6,5,6,4,4,4,3,3,2,4,4,4,4,5acb5910e1546900019c413a,2-m3SEGs0kM,33,Sweden,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,Sweden,Male,DATA EXPIRED,mix
2,3,4,3,3,5,4,2,5,5,3,5,5,4,4,5ec7b132b11a172266fd8915,HO-GyyhtDnA,35,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,3,5,4,4,4,4,3,4,4,2,4,4,4,4,5acb5910e1546900019c413a,pdzliNhlqWI,33,Sweden,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,Sweden,Male,DATA EXPIRED,fem
6,5,5,5,5,3,3,3,3,3,3,5,5,4,4,5ec7b132b11a172266fd8915,pdzliNhlqWI,35,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
5,5,5,5,5,3,3,3,3,3,5,5,5,5,5,5ec7b132b11a172266fd8915,VIqv8YRVDuY,35,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
5,3,1,3,5,2,4,4,2,2,3,5,3,6,2,60eacff7b678411f44e11a12,VIqv8YRVDuY,23,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
7,7,2,6,7,3,2,6,1,1,1,5,1,3,2,5efddc1317f23624a7380d36,2-m3SEGs0kM,23,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,mix
2,4,3,2,3,5,5,3,3,3,2,5,3,4,4,60e41e3e8c52dca4b19a3487,Zl-50U1tsBM,53,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
