stimulus_id,all_genders,voice_type,voice_age,voice_gender,voice_exagg,title,description,upload_date,download
iQF1XSOxHcs,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",What's In The Box Challenge - Smyths Toys,"Challenge your friends and family to guess what’s inside the box! Place different household items inside the box, keep the front doors closed and use the built-in timer to give each player 10 seconds to feel and guess what’s inside the box! Win a point for every object you guess correctly. Play one-on-one or in teams. Open the front doors so the rest of the players can chuckle along as you try to guess! There’s hours of fun to be had with this addicting and hilarious game!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/family-board-games/what-s-in-the-box-challenge/p/176422
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190920,True
e2KvH1ZAX84,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding","Smyths Toys - Razor Power Core E90, E100, E100S Scooters","Razor Power Core E100 Electric Scooter with Seat–Red

Power up your ride with the Razor Power Core E100 Electric Scooter with Seat. Thanks to the Power Core in-hub motor, this model has a higher torque offering better acceleration and a greater top speed as well as increased ride time so you can get up to 60 minutes of continuous use The Razor Power Core E100 Electric Scooter with Seat is 16% lighter than its previous model and is virtually maintenance free with no chain tension or alignment needed–it’s the UK’s top selling electric scooter! Includes a detachable padded seat for a comfortable ride. Helmets not included.
Buy online at http://www.smythstoys.com/uk/en-gb/outdoor/scooters/c-890/electric-scooters/p-18388/razor-power-core-e100-electric-scooter-with-seat-red/

Razor Power Core E90 Electric Scooter - Green or Pink
Max Out Your Ride Time with the Razor Power Core E90 Electric Scooter! It lets you keep the good times rolling even longer with the Power Core E90’s breakthrough hub motor technology. More efficient and maintenance free, the innovative hub motor gives you double the ride time compared with similar electric scooters so you can push the fun further than ever. It’s the perfect transition scooter from a kick scooter to an electric scooter.

The unit must be traveling at least 3 miles per hour (5 km/h) before motor will engage. Kick start to at least 3 miles per hour (5 km/h) while applying the push button throttle to engage motor

Buy online at http://www.smythstoys.com/uk/en-gb/outdoor/scooters/c-890/electric-scooters/p-16071/razor-power-core-e90-electric-scooter-green/

Buy online at http://www.smythstoys.com/uk/en-gb/outdoor/scooters/c-890/electric-scooters/p-16072/razor-power-core-e90-electric-scooter-pink/

Razor Power Core E100 Electric Scooter–Blue or purple

Power up your ride with the Razor Power Core E100 Electric Scooter. Thanks to the Power Core in-hub motor, this model has a higher torque offering better acceleration and a greater top speed as well as increased ride time so you can get up to 60 minutes of continuous use; The Razor Power Core E100 Electric Scooter is 16% lighter than its previous model and is virtually maintenance free with no chain tension or alignment needed–it’s the UK’s top selling electric scooter! Helmets not included.

Buy online at http://www.smythstoys.com/uk/en-gb/outdoor/scooters/c-890/electric-scooters/p-18387/razor-power-core-e100-electric-scooter-blue/

Buy online at http://www.smythstoys.com/uk/en-gb/outdoor/scooters/c-890/electric-scooters/p-18389/razor-power-core-e100-electric-scooter-purple/",20161107,True
6q8reMr7gNA,Mixed,Sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Jelly Sand Super Studio - Smyths Toys,"Jelly Sand characters are so much fun to make. Design lovable crafts pals with the Jelly Sand Super Studio. Choose a cute face to add to the mould, layer up the colourful sand and dip into water.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/arts-crafts-and-music/bath-bombs-and-soap/jelly-sand-super-studio/p/200232

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210923,True
m_ILlDydHwk,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Mickey Mouse Roadster Racers Garage,"Get set for a Roadster Racer Adventure with Mickey’s Garage. This fantastic playset looks just like the garage in Hot Dog Hills! Race down the track or pull into the pit stop for a quick repair. For even more fun, the Mickey Mouse figure activates the lights & sounds when you place him in the garage-it’s magic!",20170817,True
5P9kXntCLPw,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Light Burst Pink and White Scooter - Smyths Toys,"Your little one will love scooting around on the Light Burst Scooter. This 3-wheel Pink and White scooter comes with a light up deck and a rear brake for added safety. This scooter also features an adjustable handlebar and EVA foam handles. This 3- wheel scooter helps your child develop body coordination.

Purchase product at Smyths Toys: https://www.smythstoys.com/uk/en-gb/outdoor/scooters/move-n-groove-scooters/light-burst-pink-and-white-scooter/p/163586",20180601,True
fzl2R57Xsx0,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Miraculous Ladybug 26cm Fashion Doll- Smyths Toys,"Relive all the adventures of your favourite heroes from the Miraculous TV show with this super poseable Ladybug Fashion Doll. Move it around to pose and play in so many different positions. The Ladybug Fashion Doll stands 26cm tall and comes with its removable superhero outfit, sidekick Kwami ""Tikki"", Yoyo weapon and cute accessories so you can play out all your favourite scenes! Check out the entire Miraculous Fashion Dolls collection!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/miraculous/miraculous-ladybug-26cm-fashion-doll/p/191237

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/miraculous/c/SM06010465

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201008,True
KJSFkldABdY,Mixed,Spoken,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Smyths Toys  Ravensburger Disney Eye Found It Hidden Picture Game,"Join Mickey Mouse and friends with Disney Eye Found It Hidden Picture Game on an exciting race through 12 different Disney realms, from Radiator Springs to Peter Pan's Never Land and Pooh's Hundred Acre Wood. Along the way everyone searches for hidden iconic Disney objects. There are over 1000 things to find! With the help of fellow players, race to Cinderella's castle at the end of the giant 6-foot game board before the hands of the clock reach midnight.

Set the clock to 1:00. Once the game starts the clock is ticking and players must work together to get to Cinderella’s castle before the clock strikes midnight. On your turn spin the spinner and either move, search, or tick the clock forward. If you spin the golden Mickey Mouse ear it’s time to search! Flip over a Search Card and everyone starts looking for the item on the card. For each item a player finds that is one step forward for all players. If all players arrive at the castle before the clock strikes midnight everyone wins!

Buy online at http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-564/childrens-board-games/p-7391/ravensburger-disney-eye-found-it-hidden-picture-game/?cmp=cel&trigger=ac

Browse our range at http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-564/childrens-board-games/",20161011,True
CN9qybFVIr8,Mixed,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Jiggly Pets Tan Tan the Orangutan - Smyths Toys,"Meet Jiggly Pets Tan Tan the Orangutan – the King of the Jungle! Tan Tan is the 25cm electronic Orangutan with full body movement and sound effects.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/jiggly-pups/jiggly-pets-tan-tan-the-orangutan/p/200140

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210917,True
5fxq9sCyMqM,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Skid Markz Board Game - Smyths Toys,"This sneaky dog is a true pup-casso of poop! Draw a word card and then move the embarrassed dog around the board to assemble your 'master- pooce'. If the other players can guess the creation from your Skid Markz, you win!

Buy Online Now 👉https://www.smythstoys.com/ie/en-ie/toys/games-puzzles-and-books/board-games/children-s-board-games/skid-markz-board-game/p/199641

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211004,True
i2-2px8n-64,There are no actors/presenters or you can never see their faces,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Smyths Toys - Barbie Fashionistas Dolls,"Each Barbie Fashionistas doll in the Fashionistas range has her own look and style inspired by the latest trends! 😍
Barbie’s style goes from from casually cool to boho bold.
With added diversity and more variety in styles, fashions, shoes and accessories, Barbie fans everywhere want to add these Barbie Fashionistas dolls to their collection!

*Each sold separately, subject to availability. Dolls cannot stand alone. Colours and decorations may vary.


UK : https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/barbie/c/SM06010403

ROI : https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/barbie/c/SM06010403",20170522,True
4Hl1wINuquM,Mixed,BOTH spoken and sung,BOTH children and adults,Feminine,"No, all voices are normal-sounding",Munchkinz -  Smyths Toys,"Munchkinz are the interactive pets that really eat! Feed them their favourite foods and watch them really chew and swallow! They'll also giggle, burp and fart when you interact with them. Once they've finished eating, you can take the food out of their diaper to use again and again.

Buy Online: https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/munchkinz-kiwi-the-koala/p/176219

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190528,True
Jq4T0dXB_60,Mixed,Spoken,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",HedBanz Game - Smyths Toys,"Play Hedbanz, the quick question game of 'What am I?' You never know what you are until you start asking! Figure out if the cartoon on your head is an animal, food or object. Guess what you are and win! Hedbanz, the game where everybody knows but you!

Buy online at https://www.smythstoys.com/uk/en-gb/play-more-for-less-games/hedbanz/p/100174

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20191029,True
